age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
24,2,4,2,4,0,4,1,2105,0,50,38,<=50K
52,2,9,2,6,0,4,1,2105,0,40,38,<=50K
37,4,12,2,4,0,4,1,2105,0,50,38,<=50K
33,1,9,2,7,0,2,1,2105,0,40,38,<=50K
81,2,5,6,8,1,2,0,2062,0,5,38,<=50K
67,2,2,6,6,1,4,0,2062,0,34,6,<=50K
66,2,9,4,13,1,4,1,2050,0,55,38,<=50K
69,2,10,6,0,1,4,0,2050,0,24,38,<=50K
71,1,14,6,3,1,4,1,2050,0,20,38,<=50K
46,3,10,0,3,4,4,0,2036,0,60,38,<=50K
34,2,9,4,2,4,4,1,2036,0,30,38,<=50K
38,5,9,0,7,4,4,0,2036,0,20,38,<=50K
19,2,10,4,7,4,2,0,2036,0,30,38,<=50K
67,1,14,0,0,1,4,0,2009,0,40,38,<=50K
65,1,8,6,3,1,4,1,2009,0,44,38,<=50K
69,2,9,6,0,1,4,0,1848,0,40,38,<=50K
69,2,9,6,0,4,4,0,1848,0,12,38,<=50K
65,2,10,6,9,1,4,0,1848,0,20,17,<=50K
65,2,9,0,3,2,4,0,1848,0,50,38,<=50K
69,4,4,4,4,2,4,1,1848,0,10,38,<=50K
41,2,9,4,6,3,4,0,1831,0,40,28,<=50K
33,5,9,4,7,4,2,0,1831,0,40,38,<=50K
44,2,10,0,13,4,4,1,1831,0,50,38,<=50K
36,2,9,0,3,3,4,0,1831,0,40,38,<=50K
29,2,10,0,3,3,4,0,1831,0,40,38,<=50K
40,2,10,0,3,4,4,0,1831,0,30,38,<=50K
47,5,9,0,0,4,4,0,1831,0,38,38,<=50K
69,2,3,2,0,0,4,1,1797,0,40,38,<=50K
67,2,4,2,2,0,4,1,1797,0,40,38,<=50K
65,4,3,2,4,0,4,1,1797,0,21,38,<=50K
78,2,4,2,5,0,4,1,1797,0,15,38,<=50K
67,4,9,2,4,0,4,1,1797,0,20,38,<=50K
34,2,11,4,9,1,4,0,1639,0,20,38,<=50K
45,1,14,0,9,4,4,0,1506,0,45,38,<=50K
46,5,10,0,9,4,4,0,1506,0,50,38,<=50K
44,2,10,3,2,4,4,0,1506,0,45,38,<=50K
39,2,14,0,9,3,4,0,1506,0,40,38,<=50K
41,2,9,0,2,4,4,0,1506,0,50,38,<=50K
40,3,12,0,11,4,4,0,1506,0,40,38,<=50K
37,2,9,0,2,4,4,1,1506,0,40,38,<=50K
39,2,12,0,3,4,4,1,1506,0,40,38,<=50K
49,2,9,4,13,4,2,0,1506,0,40,38,<=50K
40,5,14,0,3,4,4,0,1506,0,40,38,<=50K
43,5,13,0,9,4,4,0,1506,0,36,38,<=50K
49,2,13,6,9,4,4,0,1506,0,35,38,<=50K
42,2,7,0,11,4,4,1,1506,0,50,25,<=50K
41,0,14,0,9,4,4,0,1506,0,40,38,<=50K
61,1,9,6,0,4,4,0,1471,0,35,38,<=50K
34,0,13,4,3,4,1,1,1471,0,40,0,<=50K
32,2,9,0,12,4,4,0,1471,0,38,38,<=50K
33,2,8,5,0,4,4,0,1471,0,40,38,<=50K
48,0,9,3,0,4,4,0,1471,0,40,38,<=50K
53,2,10,0,0,4,4,0,1471,0,40,38,<=50K
40,2,12,5,12,4,4,0,1471,0,32,38,<=50K
72,2,13,2,11,0,4,1,1455,0,6,38,<=50K
69,2,5,2,7,0,4,1,1424,0,35,38,<=50K
76,2,9,2,11,0,4,1,1424,0,24,38,<=50K
69,1,9,2,2,0,4,1,1424,0,6,38,<=50K
66,4,9,2,4,0,4,1,1409,0,50,38,<=50K
66,4,9,2,4,0,4,1,1409,0,40,38,<=50K
80,4,9,2,7,0,4,1,1409,0,40,38,<=50K
73,2,13,2,9,0,4,1,1173,0,75,38,<=50K
42,3,9,0,11,4,4,1,1151,0,50,38,<=50K
35,2,9,4,12,1,4,0,1151,0,40,38,<=50K
38,2,13,0,11,4,4,0,1151,0,40,38,<=50K
37,1,13,0,9,4,4,0,1151,0,35,38,<=50K
30,2,9,0,11,4,4,1,1151,0,30,38,<=50K
24,1,10,4,10,4,3,1,1151,0,40,38,<=50K
44,2,12,4,9,4,2,0,1151,0,50,38,<=50K
34,2,9,0,13,4,4,0,1151,0,48,10,<=50K
65,4,15,4,9,1,4,1,1086,0,60,38,<=50K
17,2,5,4,7,3,4,1,1055,0,24,38,<=50K
26,1,13,4,9,3,4,1,1055,0,40,38,<=50K
17,2,7,4,0,3,4,0,1055,0,20,38,<=50K
64,4,9,4,7,1,4,1,1055,0,40,38,<=50K
17,2,6,4,7,3,0,0,1055,0,20,38,<=50K
33,2,9,4,7,3,4,0,1055,0,40,38,<=50K
33,1,13,4,0,1,4,0,1055,0,40,38,<=50K
18,2,7,4,7,3,4,1,1055,0,20,38,<=50K
19,2,8,5,9,3,4,0,1055,0,40,38,<=50K
18,2,9,4,11,2,4,0,1055,0,30,38,<=50K
21,2,9,4,7,1,4,0,1055,0,30,38,<=50K
26,2,7,4,7,3,2,1,1055,0,32,38,<=50K
43,2,10,4,5,3,1,0,1055,0,40,38,<=50K
18,2,9,4,13,3,4,1,1055,0,25,38,<=50K
21,2,10,4,9,3,4,0,1055,0,32,38,<=50K
62,2,5,4,8,1,2,0,1055,0,22,38,<=50K
19,2,8,4,11,2,4,1,1055,0,40,38,<=50K
20,2,10,4,11,2,4,1,1055,0,20,38,<=50K
17,2,7,4,11,3,4,0,1055,0,18,18,<=50K
22,2,13,4,0,3,4,0,1055,0,30,38,<=50K
23,2,10,4,0,3,4,1,1055,0,20,38,<=50K
67,2,9,6,11,1,4,0,991,0,18,38,<=50K
69,2,9,6,7,1,4,0,991,0,18,38,<=50K
65,2,9,5,10,1,4,1,991,0,20,38,<=50K
54,2,9,6,6,4,4,1,914,0,40,38,<=50K
33,2,13,0,9,4,4,0,914,0,40,10,<=50K
55,1,14,6,9,4,4,0,914,0,50,38,<=50K
41,2,9,6,3,2,4,1,914,0,40,38,<=50K
25,2,5,4,2,4,4,1,914,0,40,38,<=50K
48,2,9,5,0,4,4,0,914,0,40,38,<=50K
40,2,10,0,0,4,4,0,914,0,40,38,<=50K
43,1,14,0,9,4,4,0,914,0,40,38,<=50K
34,1,9,4,4,1,2,1,594,0,60,38,<=50K
56,2,9,6,7,4,2,0,594,0,20,38,<=50K
18,2,5,4,5,3,4,1,594,0,40,38,<=50K
57,2,10,0,3,2,4,0,594,0,10,38,<=50K
20,2,10,4,7,3,4,0,594,0,16,38,<=50K
21,2,9,4,2,3,4,1,594,0,40,38,<=50K
18,2,7,4,5,3,4,1,594,0,30,38,<=50K
17,2,7,4,7,3,4,1,594,0,10,38,<=50K
43,2,9,0,5,1,4,1,594,0,16,38,<=50K
20,2,10,4,9,2,2,0,594,0,20,38,<=50K
26,2,11,0,11,3,4,0,594,0,35,38,<=50K
43,1,10,0,0,1,4,0,594,0,20,25,<=50K
49,1,9,0,0,1,4,0,594,0,10,38,<=50K
28,2,16,4,9,1,4,1,594,0,50,10,<=50K
38,2,9,4,5,1,4,1,594,0,50,38,<=50K
19,2,10,4,0,3,4,0,594,0,20,38,<=50K
44,2,11,4,8,1,4,1,594,0,25,38,<=50K
18,2,8,4,2,3,4,1,594,0,20,38,<=50K
18,4,7,4,7,3,4,0,594,0,4,38,<=50K
17,2,6,4,2,1,4,1,594,0,30,38,<=50K
19,2,10,4,2,3,4,1,594,0,40,38,<=50K
20,2,7,4,7,3,2,1,594,0,20,38,<=50K
19,5,10,4,7,1,4,1,594,0,24,38,<=50K
22,1,10,4,9,3,4,0,594,0,25,38,<=50K
18,2,8,4,11,3,4,1,594,0,14,38,<=50K
21,1,10,4,0,1,4,0,594,0,4,38,<=50K
24,2,9,4,7,3,4,0,594,0,15,38,<=50K
17,2,7,4,2,3,4,1,594,0,40,38,<=50K
77,4,9,4,6,1,4,1,401,0,20,38,<=50K
38,5,9,4,7,4,2,0,114,0,38,38,<=50K
20,2,5,4,0,4,2,0,114,0,20,38,<=50K
39,2,10,0,0,4,4,0,114,0,45,38,<=50K
33,2,5,0,2,4,4,1,114,0,55,38,<=50K
38,2,6,6,13,4,2,1,114,0,40,38,<=50K
25,2,9,4,7,3,4,0,114,0,40,38,<=50K
50,4,13,2,3,0,4,1,0,0,13,38,<=50K
38,2,9,0,5,1,4,1,0,0,40,38,<=50K
53,2,7,2,5,0,2,1,0,0,40,38,<=50K
28,2,13,2,9,5,2,0,0,0,40,4,<=50K
37,2,14,2,3,5,4,0,0,0,40,38,<=50K
49,2,5,3,7,1,2,0,0,0,16,22,<=50K
52,4,9,2,3,0,4,1,0,0,45,38,>50K
37,2,10,2,3,0,2,1,0,0,80,38,>50K
30,5,13,2,9,0,1,1,0,0,40,18,>50K
23,2,13,4,0,3,4,0,0,0,30,38,<=50K
32,2,12,4,11,1,2,1,0,0,50,38,<=50K
34,2,4,2,13,0,0,1,0,0,45,25,<=50K
25,4,9,4,4,3,4,1,0,0,35,38,<=50K
32,2,9,4,6,4,4,1,0,0,40,38,<=50K
38,2,7,2,11,0,4,1,0,0,50,38,<=50K
43,4,14,0,3,4,4,0,0,0,45,38,>50K
40,2,16,2,9,0,4,1,0,0,60,38,>50K
54,2,9,5,7,4,2,0,0,0,20,38,<=50K
35,0,5,2,4,0,2,1,0,0,40,38,<=50K
59,2,9,0,12,4,4,0,0,0,40,38,<=50K
56,1,13,2,12,0,4,1,0,0,40,38,>50K
19,2,9,4,2,3,4,1,0,0,40,38,<=50K
39,2,9,0,3,1,4,1,0,0,80,38,<=50K
49,2,9,2,2,0,4,1,0,0,40,38,<=50K
23,1,12,4,10,1,4,1,0,0,52,38,<=50K
20,2,10,4,11,3,2,1,0,0,44,38,<=50K
30,0,10,2,0,3,4,1,0,0,40,38,<=50K
22,5,10,2,7,0,2,1,0,0,15,38,<=50K
48,2,7,4,6,4,4,1,0,0,40,32,<=50K
21,2,10,4,6,3,4,1,0,0,40,38,<=50K
19,2,9,1,0,5,4,0,0,0,25,38,<=50K
48,4,12,2,9,0,4,1,0,0,40,38,<=50K
31,2,5,2,6,0,4,1,0,0,43,38,<=50K
53,4,13,2,9,0,4,1,0,0,40,38,<=50K
24,2,13,2,12,0,4,1,0,0,50,38,<=50K
49,2,9,5,0,4,4,0,0,0,40,38,<=50K
25,2,9,4,5,1,4,1,0,0,35,38,<=50K
57,0,13,2,9,0,2,1,0,0,40,38,>50K
53,2,9,2,6,0,4,1,0,0,38,38,<=50K
44,2,14,0,3,4,4,0,0,0,40,38,<=50K
41,5,11,2,2,0,4,1,0,0,40,38,<=50K
29,2,11,4,9,1,4,1,0,0,43,38,<=50K
25,2,10,2,3,5,3,0,0,0,40,38,<=50K
50,0,13,0,3,1,4,1,0,0,55,38,>50K
47,3,9,0,3,1,4,1,0,0,60,38,<=50K
43,2,10,2,12,0,4,1,0,0,40,38,>50K
46,2,3,2,6,0,4,1,0,0,40,25,<=50K
35,2,11,2,7,0,4,1,0,0,40,32,<=50K
41,2,9,2,0,0,4,1,0,0,48,38,<=50K
48,2,9,2,13,0,4,1,0,0,40,38,<=50K
42,2,16,2,9,0,4,1,0,0,45,38,>50K
29,2,10,0,12,1,4,1,0,0,58,38,<=50K
36,2,9,2,2,0,4,1,0,0,40,38,<=50K
28,2,10,0,0,1,4,0,0,0,40,38,<=50K
53,2,9,2,0,5,4,0,0,0,40,38,>50K
49,3,10,2,3,0,4,1,0,0,50,38,>50K
19,2,10,4,9,3,4,1,0,0,32,38,<=50K
31,2,13,5,11,3,2,0,0,0,40,38,<=50K
29,4,13,2,11,0,4,1,0,0,70,38,>50K
23,2,10,4,6,1,4,1,0,0,40,38,<=50K
79,2,10,2,9,2,4,1,0,0,20,38,<=50K
27,2,9,4,7,3,4,1,0,0,40,25,<=50K
40,2,12,2,0,0,4,1,0,0,40,38,<=50K
18,2,7,4,7,3,4,0,0,0,22,38,<=50K
31,1,4,2,4,0,4,1,0,0,40,38,<=50K
18,2,9,4,11,1,4,1,0,0,30,38,<=50K
52,2,13,2,7,0,4,1,0,0,40,4,<=50K
46,2,9,2,7,5,4,0,0,0,40,38,<=50K
59,2,9,2,11,0,4,1,0,0,48,38,<=50K
53,2,9,0,11,3,4,0,0,0,35,38,<=50K
49,1,9,2,10,0,4,1,0,0,40,38,>50K
33,2,14,2,9,0,4,1,0,0,50,38,<=50K
30,2,5,4,11,1,4,1,0,0,40,38,<=50K
43,0,16,4,9,1,4,0,0,0,50,38,>50K
57,2,11,2,9,0,4,1,0,0,40,38,<=50K
37,2,10,0,2,4,4,0,0,0,40,38,<=50K
28,2,10,0,6,4,2,0,0,0,25,38,<=50K
34,1,13,2,10,0,4,1,0,0,40,38,>50K
29,1,10,4,5,1,4,1,0,0,50,38,<=50K
37,2,10,2,11,0,4,1,0,0,48,38,>50K
48,2,12,0,3,4,4,0,0,0,40,8,<=50K
32,0,9,4,7,3,2,1,0,0,40,38,<=50K
76,2,14,2,3,0,4,1,0,0,40,38,>50K
47,4,14,4,9,1,4,0,0,0,50,38,<=50K
20,2,10,4,12,3,4,0,0,0,40,38,<=50K
29,2,9,4,2,1,4,1,0,0,40,38,<=50K
30,2,7,4,5,3,4,1,0,0,40,38,<=50K
31,1,9,4,0,1,4,0,0,0,40,38,<=50K
42,2,9,2,5,0,4,1,0,0,40,38,<=50K
24,2,13,4,11,2,4,1,0,0,40,38,<=50K
38,2,15,2,9,0,4,1,0,0,40,38,>50K
36,2,9,4,6,3,4,0,0,0,40,38,<=50K
53,2,5,2,5,0,4,1,0,0,50,38,<=50K
56,3,10,2,11,0,4,1,0,0,50,38,<=50K
49,1,11,2,2,0,2,1,0,0,40,38,>50K
55,2,10,2,11,0,4,1,0,0,56,38,<=50K
22,2,9,4,2,1,4,1,0,0,41,38,<=50K
21,2,10,4,7,3,4,0,0,0,40,38,<=50K
40,2,13,2,3,0,4,1,0,0,60,38,<=50K
30,2,13,4,3,3,2,1,0,0,40,10,<=50K
29,5,13,2,9,0,4,1,0,0,50,38,>50K
19,2,10,4,7,3,2,1,0,0,35,38,<=50K
47,2,13,2,3,5,4,0,0,0,40,38,>50K
31,2,12,2,0,0,4,1,0,0,40,38,>50K
39,2,10,0,2,1,4,1,0,0,40,38,<=50K
28,2,12,4,11,1,4,0,0,0,60,38,<=50K
37,2,13,2,11,0,4,1,0,0,50,38,<=50K
46,2,12,0,12,1,2,0,0,0,36,38,<=50K
38,0,14,2,9,0,4,1,0,0,40,19,>50K
43,4,9,2,2,0,4,1,0,0,60,38,<=50K
27,2,11,2,0,5,4,0,0,0,35,38,<=50K
20,2,10,4,11,3,4,1,0,0,20,38,<=50K
49,2,10,2,2,0,1,1,0,0,40,38,>50K
61,3,9,2,2,0,4,1,0,0,40,38,<=50K
27,2,10,4,11,3,4,0,0,0,40,38,<=50K
19,2,10,4,7,3,4,1,0,0,30,25,<=50K
70,2,10,4,12,2,4,1,0,0,40,38,<=50K
31,2,9,4,13,4,2,0,0,0,30,38,<=50K
22,2,10,2,7,0,4,1,0,0,24,38,<=50K
36,2,9,6,7,4,4,0,0,0,24,38,<=50K
47,1,10,0,0,4,4,0,0,0,38,25,<=50K
34,2,9,4,0,1,4,0,0,0,40,38,<=50K
33,2,13,4,3,2,1,0,0,0,40,29,<=50K
21,2,9,4,2,3,4,1,0,0,35,38,<=50K
48,2,9,2,2,0,4,1,0,0,46,38,<=50K
23,2,13,4,5,1,4,1,0,0,40,38,<=50K
29,2,9,0,2,1,4,1,0,0,60,38,<=50K
42,2,13,5,7,2,2,1,0,0,50,38,<=50K
25,2,9,4,7,4,4,0,0,0,40,38,<=50K
44,3,14,0,3,4,1,0,0,0,40,38,<=50K
28,2,9,4,3,1,1,0,0,0,40,8,<=50K
45,4,14,2,11,0,4,1,0,0,40,38,>50K
36,2,10,0,7,4,4,0,0,0,40,25,<=50K
39,0,12,4,3,1,4,1,0,0,42,38,<=50K
46,5,14,6,10,4,4,1,0,0,40,38,<=50K
18,2,7,4,5,3,4,1,0,0,16,38,<=50K
66,1,11,6,9,1,4,0,0,0,20,38,<=50K
28,5,9,2,10,0,4,1,0,0,40,38,<=50K
27,2,13,4,2,1,4,1,0,0,50,38,<=50K
28,5,13,2,9,0,4,1,0,0,40,38,>50K
27,2,9,3,11,4,4,0,0,0,25,38,<=50K
21,2,9,4,2,3,2,1,0,0,40,38,<=50K
34,2,9,4,5,1,2,1,0,0,40,38,<=50K
18,2,9,4,7,3,4,1,0,0,12,38,<=50K
33,2,13,2,9,0,4,1,0,0,65,38,<=50K
44,1,10,2,3,0,2,1,0,0,38,38,>50K
43,2,10,0,0,1,4,0,0,0,40,38,<=50K
30,2,10,4,2,1,2,1,0,0,45,38,<=50K
40,2,4,2,6,0,4,1,0,0,40,25,>50K
37,0,10,2,0,0,4,1,0,0,42,38,>50K
34,2,9,2,0,0,2,1,0,0,40,38,<=50K
41,4,13,0,3,1,4,0,0,0,40,38,<=50K
31,2,14,2,9,5,4,0,0,0,50,38,<=50K
58,5,16,2,9,0,4,1,0,0,1,38,>50K
38,2,10,0,6,1,2,0,0,0,28,38,<=50K
24,2,10,2,6,0,4,1,0,0,40,38,<=50K
41,1,13,2,2,0,2,1,0,0,40,38,<=50K
47,2,10,2,12,0,4,1,0,0,45,38,<=50K
41,0,13,2,12,0,4,1,0,0,24,38,<=50K
23,2,3,2,13,2,4,1,0,0,40,25,<=50K
36,2,10,0,2,1,4,1,0,0,40,38,<=50K
24,4,9,4,11,1,4,1,0,0,40,38,<=50K
51,2,13,2,3,0,4,1,0,0,50,38,>50K
37,5,9,0,0,4,4,0,0,0,35,38,<=50K
18,2,7,4,11,3,4,0,0,0,40,38,<=50K
35,2,9,0,2,1,4,1,0,0,60,38,<=50K
17,2,7,4,11,3,4,0,0,0,12,38,<=50K
44,1,9,2,13,0,2,1,0,0,40,38,<=50K
37,2,9,2,2,0,4,1,0,0,40,38,>50K
35,2,10,4,11,1,0,0,0,0,40,38,<=50K
60,2,9,2,2,0,1,1,0,0,40,38,<=50K
54,3,4,2,6,0,4,1,0,0,40,38,>50K
37,2,13,4,3,1,2,1,0,0,60,38,>50K
50,2,12,0,11,1,4,0,0,0,40,38,<=50K
38,2,13,2,11,0,4,1,0,0,50,30,<=50K
45,2,13,2,9,0,4,1,0,0,55,38,<=50K
25,2,6,4,2,1,4,1,0,0,40,38,<=50K
31,2,10,2,5,0,4,1,0,0,40,38,<=50K
54,2,9,2,0,0,2,1,0,0,20,38,<=50K
53,1,1,4,6,1,4,0,0,0,35,38,<=50K
18,2,9,4,11,3,4,0,0,0,40,38,<=50K
75,2,11,6,0,1,4,0,0,0,20,3,<=50K
65,2,9,0,0,1,4,0,0,0,40,38,<=50K
41,2,9,0,11,4,2,0,0,0,38,38,<=50K
25,2,10,4,0,1,4,1,0,0,42,38,<=50K
33,2,10,0,2,2,3,0,0,0,40,38,<=50K
28,2,15,4,9,1,4,1,0,0,55,38,>50K
59,5,9,2,7,0,4,1,0,0,40,38,<=50K
40,5,10,4,0,1,4,0,0,0,38,38,<=50K
41,2,13,2,3,0,4,1,0,0,50,19,>50K
38,1,14,2,3,0,4,1,0,0,70,38,>50K
23,2,9,4,13,3,4,1,0,0,40,38,<=50K
40,2,13,2,9,0,4,1,0,0,40,38,>50K
41,4,9,2,7,5,4,0,0,0,20,38,<=50K
24,5,12,2,10,0,4,1,0,0,50,38,<=50K
58,2,9,2,0,0,4,1,0,0,45,38,>50K
32,2,9,4,7,1,4,0,0,0,34,38,<=50K
41,2,15,2,9,5,4,0,0,0,40,38,>50K
42,2,13,2,0,5,2,0,0,0,40,38,<=50K
59,1,6,6,7,4,2,0,0,0,30,38,<=50K
19,1,10,4,0,3,4,1,0,0,40,38,<=50K
58,2,10,4,13,1,4,1,0,0,20,38,<=50K
42,4,9,2,4,0,1,1,0,0,40,0,>50K
20,2,9,4,7,3,4,0,0,0,40,38,<=50K
32,2,9,5,7,1,4,0,0,0,30,38,<=50K
45,2,11,6,3,1,4,0,0,0,45,38,<=50K
50,2,4,0,2,1,4,1,0,0,40,38,<=50K
36,2,13,0,9,3,4,0,0,0,40,38,<=50K
45,2,9,2,11,0,4,1,0,0,60,38,<=50K
17,2,7,4,7,3,4,1,0,0,12,38,<=50K
26,2,7,2,2,0,4,1,0,0,40,38,<=50K
37,3,10,2,3,0,1,1,0,0,75,36,>50K
64,2,9,2,3,0,4,1,0,0,40,38,>50K
33,2,13,4,9,1,4,0,0,0,45,38,<=50K
33,2,9,2,2,5,4,0,0,0,40,38,>50K
61,2,9,2,3,0,4,1,0,0,40,38,>50K
27,1,14,4,9,3,4,1,0,0,35,38,<=50K
30,2,9,0,9,3,4,0,0,0,40,38,<=50K
43,2,9,2,5,0,2,1,0,0,40,38,<=50K
35,2,10,4,3,1,4,0,0,0,40,38,<=50K
25,2,10,4,12,3,4,0,0,0,40,38,<=50K
22,2,13,4,9,1,4,0,0,0,15,10,<=50K
34,2,12,0,11,4,2,0,0,0,45,38,<=50K
60,2,13,0,9,1,4,0,0,0,42,38,<=50K
21,2,9,4,5,3,4,1,0,0,40,38,<=50K
41,2,15,2,9,0,4,1,0,0,60,38,>50K
50,2,10,0,7,1,4,1,0,0,45,38,<=50K
25,2,13,4,3,1,4,0,0,0,40,38,<=50K
50,2,4,2,2,0,4,1,0,0,40,6,<=50K
36,2,13,2,9,0,4,1,0,0,45,38,<=50K
31,2,9,0,9,1,4,0,0,0,40,38,<=50K
29,1,13,4,10,1,4,1,0,0,56,38,<=50K
21,2,10,4,11,3,4,1,0,0,45,38,<=50K
27,2,13,4,12,4,2,0,0,0,40,38,<=50K
65,2,9,2,13,0,4,1,0,0,16,38,<=50K
37,3,13,0,11,1,4,0,0,0,60,38,<=50K
24,2,9,4,2,3,4,1,0,0,40,38,<=50K
38,2,9,0,11,1,4,1,0,0,80,38,<=50K
21,2,10,4,7,1,1,0,0,0,25,38,<=50K
31,2,9,2,13,0,4,1,0,0,45,38,>50K
24,2,10,2,0,5,1,0,0,0,40,24,<=50K
43,2,9,0,0,1,4,0,0,0,40,38,<=50K
26,2,12,4,12,1,4,1,0,0,45,38,<=50K
46,2,12,4,9,1,4,0,0,0,33,38,<=50K
35,2,12,2,0,0,4,1,0,0,40,38,>50K
41,3,10,2,4,0,4,1,0,0,54,38,>50K
26,2,13,4,11,1,4,1,0,0,40,38,<=50K
36,4,13,0,9,1,2,0,0,0,40,38,>50K
22,2,10,4,11,3,4,1,0,0,15,38,<=50K
24,2,10,4,6,1,4,1,0,0,40,38,<=50K
77,4,10,2,11,0,4,1,0,0,40,38,<=50K
22,2,3,2,6,2,4,0,0,0,40,25,<=50K
29,2,10,4,12,1,4,0,0,0,40,38,<=50K
62,2,9,6,7,1,4,0,0,0,24,38,<=50K
39,4,9,2,3,0,4,1,0,0,40,38,<=50K
35,2,9,0,13,1,4,1,0,0,45,38,<=50K
29,2,7,4,3,1,4,0,0,0,40,38,<=50K
76,4,14,2,2,0,4,1,0,0,10,38,<=50K
63,4,9,2,4,0,4,1,0,0,45,38,<=50K
58,4,9,2,5,0,4,1,0,0,40,38,<=50K
41,2,10,4,2,1,2,1,0,0,45,38,<=50K
26,2,13,4,0,1,4,1,0,0,40,38,<=50K
47,2,11,4,7,1,4,1,0,0,40,38,<=50K
55,1,6,2,0,0,4,1,0,0,40,38,<=50K
53,2,9,2,13,0,4,1,0,0,40,38,<=50K
17,2,3,4,7,2,4,1,0,0,48,25,<=50K
30,2,9,4,2,2,4,1,0,0,40,38,<=50K
49,2,14,4,9,1,4,1,0,0,60,38,<=50K
19,2,9,4,11,4,2,1,0,0,30,13,<=50K
45,2,9,2,7,0,2,1,0,0,40,38,<=50K
26,2,12,4,11,1,4,1,0,0,40,38,<=50K
33,2,9,4,4,1,4,1,0,0,20,38,<=50K
22,5,10,4,10,3,2,0,0,0,40,38,<=50K
43,4,13,4,11,1,4,1,0,0,42,38,<=50K
56,2,12,3,7,1,4,1,0,0,25,19,<=50K
31,2,13,4,9,3,4,1,0,0,25,38,<=50K
33,2,13,2,3,0,4,1,0,0,40,38,>50K
26,2,9,2,7,0,4,1,0,0,40,38,<=50K
33,2,13,2,3,0,4,1,0,0,40,38,>50K
46,1,7,2,13,0,4,1,0,0,30,38,<=50K
38,0,9,2,0,0,4,1,0,0,40,38,>50K
65,2,7,6,7,4,3,1,0,0,40,38,<=50K
40,2,11,2,12,0,4,1,0,0,40,38,>50K
42,2,9,2,0,5,4,0,0,0,35,38,<=50K
26,4,5,2,2,0,4,1,0,0,40,31,<=50K
36,2,6,2,7,5,4,0,0,0,24,38,<=50K
62,2,14,2,9,0,4,1,0,0,40,38,>50K
43,2,13,2,13,0,4,1,0,0,45,38,<=50K
22,2,9,3,11,1,4,1,0,0,55,38,<=50K
28,2,9,2,2,0,4,1,0,0,40,38,<=50K
56,4,10,2,11,0,4,1,0,0,45,38,<=50K
22,2,12,4,11,1,4,0,0,0,15,38,<=50K
57,2,13,0,3,1,4,0,0,0,45,38,>50K
39,2,9,0,11,4,4,0,0,0,40,38,<=50K
26,0,10,4,0,4,4,0,0,0,15,38,<=50K
17,2,7,4,7,3,4,1,0,0,10,38,<=50K
40,5,11,2,6,0,4,1,0,0,38,38,>50K
45,2,9,2,6,0,2,1,0,0,40,38,<=50K
44,2,9,4,2,1,2,1,0,0,40,38,<=50K
20,1,10,4,0,3,4,0,0,0,10,38,<=50K
33,2,9,2,2,5,4,0,0,0,40,38,<=50K
23,2,10,4,11,1,4,1,0,0,40,38,<=50K
46,4,14,0,3,1,4,1,0,0,30,38,<=50K
38,2,9,2,11,0,4,1,0,0,50,38,<=50K
54,2,9,0,13,1,4,1,0,0,40,38,<=50K
25,2,10,2,2,0,4,1,0,0,40,38,<=50K
46,2,10,0,11,1,4,0,0,0,40,38,<=50K
36,1,10,2,13,5,4,0,0,0,40,38,<=50K
23,2,9,4,7,1,4,0,0,0,25,38,<=50K
29,2,9,5,6,1,4,1,0,0,40,38,<=50K
19,2,10,4,0,3,4,0,0,0,16,38,<=50K
19,2,9,4,7,2,4,0,0,0,40,38,<=50K
35,2,9,2,7,5,4,0,0,0,40,38,>50K
27,2,13,4,2,1,4,1,0,0,50,38,<=50K
46,4,12,5,2,1,4,1,0,0,40,38,<=50K
34,2,9,4,7,1,4,0,0,0,35,38,<=50K
44,2,10,2,12,0,4,1,0,0,40,38,<=50K
45,2,10,0,5,4,4,0,0,0,40,38,<=50K
25,2,13,2,3,0,4,1,0,0,55,38,>50K
52,3,13,2,3,0,4,1,0,0,50,38,>50K
20,2,10,4,5,3,4,1,0,0,40,38,<=50K
28,2,10,4,7,1,4,0,0,0,40,38,<=50K
50,5,13,2,10,0,4,1,0,0,40,38,>50K
34,2,11,0,12,1,4,0,0,0,64,38,<=50K
28,2,9,2,0,0,4,1,0,0,40,38,<=50K
46,4,9,2,2,0,4,1,0,0,25,38,<=50K
32,2,10,2,3,0,4,1,0,0,50,38,<=50K
41,1,10,0,7,1,2,0,0,0,24,38,<=50K
24,2,9,4,5,4,2,0,0,0,40,38,<=50K
33,2,10,0,3,4,4,0,0,0,40,38,<=50K
31,5,10,2,6,0,4,1,0,0,40,38,<=50K
35,2,8,0,2,1,4,1,0,0,50,38,>50K
52,2,2,2,6,0,4,1,0,0,40,25,<=50K
30,2,7,4,7,3,4,0,0,0,19,38,<=50K
34,1,7,5,6,1,2,1,0,0,40,38,<=50K
34,5,9,0,13,4,4,0,0,0,40,38,<=50K
20,2,10,2,11,0,4,1,0,0,30,38,<=50K
32,5,13,2,3,5,4,0,0,0,40,38,>50K
29,2,9,0,4,1,4,1,0,0,40,38,<=50K
33,2,6,4,2,4,4,0,0,0,35,38,<=50K
25,2,9,2,13,0,4,1,0,0,60,38,<=50K
